filename;prompt
ulcerative-colitis-income-protection-intestine-inflammation-animation-featured.jpg;A clear and simple animated graphic of the large intestine, showing an area of inflammation which then calms and heals with treatment.
ulcerative-colitis-income-protection-ibd-nurse-specialist-midcon.jpg;A compassionate IBD nurse specialist discussing treatment options with a patient in a calm, private clinic room.
anaemia-income-protection-compassionate-advisor-client-banner.jpg;A compassionate advisor sitting across from a client in a bright, modern office, discussing documents with a reassuring expression.
anaemia-income-protection-revitalised-energetic-walk-featured.jpg;A person feeling revitalised and energetic, enjoying a walk in a sunny park, symbolising recovery and well-being.
anaemia-income-protection-calendar-rest-recover-midcon.jpg;A close-up of a calendar with several days marked "Rest & Recover," with a cup of tea and a blanket nearby, highlighting the importance of taking time off.
ankylosing-spondylitis-income-protection-gentle-stretches-self-management-banner.jpg;A determined individual with mild back discomfort performing gentle stretches in a bright, airy room, showing proactive self-management of their condition.
ankylosing-spondylitis-income-protection-advisor-reviewing-policy-featured.jpg;A financial advisor compassionately reviewing a policy with a young professional, highlighting the supportive and personal nature of the service.
ankylosing-spondylitis-income-protection-spine-inflammation-graphic-midcon.jpg;A clear graphic of a spine with highlighted areas of inflammation, visually explaining the impact of ankylosing spondylitis in a simple, educational way.
anorexia-income-protection-hopeful-sunrise-recovery-banner.jpg;A silhouette of a person standing at a window looking out at a hopeful sunrise, symbolising recovery and a new beginning.
anorexia-income-protection-advisor-discreet-conversation-featured.jpg;A compassionate advisor having a discreet and supportive conversation with a client in a calm, private setting.
anorexia-income-protection-tending-thriving-plant-midcon.jpg;A close-up shot of hands tending to a small, thriving plant, representing growth, care, and the journey to health.
arthritis-income-protection-comfortable-gardening-lifestyle-banner.jpg;A person in their 50s comfortably gardening, smiling as they tend to their plants, conveying an active and pain-free lifestyle.
arthritis-income-protection-ergonomic-keyboard-adaptations-featured.jpg;A close-up of a person's hands typing comfortably on an ergonomic keyboard, highlighting adaptations for working with arthritis.
arthritis-income-protection-physiotherapist-guiding-patient-midcon.jpg;A compassionate physiotherapist guiding a patient through gentle, pain-relieving exercises in a bright clinic.
